1,2,323,0,130,2009,23555
1,0,340,320,197,2005,17636
1,1,0,0,137,2009,9366
1,2,369,366,197,2007,50090
1,1,330,0,154,2006,1604
1,1,0,0,0,2006,0
1,2,295,350,128,2007,17934
2,1,341,319,197,2004,16262
5,0,0,0,0,0,0
2,1,302,0,0,2004,16233
1,0,0,0,141,2009,0
2,1,366,0,0,2005,9805
2,1,359,0,0,2005,50192
2,2,367,319,197,2004,0
1,0,340,326,0,2007,15659
1,1,379,337,189,2007,51361
1,2,341,0,197,2006,22187
1,2,321,338,197,2006,9262
1,1,340,0,131,2007,16300
1,1,309,0,139,2006,16256
1,2,337,0,142,2007,50582
1,1,302,0,128,2007,1762
1,2,313,346,133,2009,8267
1,0,364,0,184,2007,0
1,2,364,0,138,2006,0
1,1,301,305,130,2009,4251
1,1,0,0,197,2007,9757
1,2,0,0,146,2007,3743
1,1,340,368,197,2007,17009
2,2,341,306,197,2005,0
1,2,340,0,128,2008,24568
1,0,0,0,0,0,0
1,2,325,351,133,2009,9321
1,1,306,0,155,2007,5242
1,1,0,0,128,2009,22187
2,1,339,319,0,2005,4560
2,2,315,319,154,2004,51178
2,2,319,0,197,2004,0
1,1,347,311,199,2007,9382
2,2,0,0,0,2004,16445
1,1,292,337,156,2007,6967
1,2,0,0,0,0,0
2,2,364,319,0,2004,0
1,1,302,0,197,2005,22221
1,2,0,0,133,2009,2292
1,1,374,0,153,2007,50582
2,2,291,0,0,2002,2061
1,1,360,301,154,2007,0
1,1,290,0,0,2007,9423
1,2,359,0,0,2008,0
1,2,310,359,155,2006,0
1,2,341,339,0,2007,51029
2,2,0,0,187,2003,0
2,0,0,0,0,2005,17887
1,2,364,290,176,2008,50100
1,1,0,0,179,2008,50522
2,0,338,0,0,2004,0
2,1,326,0,197,2005,9434
1,2,366,359,197,2007,2811
1,1,341,0,197,2006,50419
2,0,359,0,0,2005,10985
1,1,0,0,140,2009,0
1,2,301,0,155,2008,17343
1,2,323,294,146,2008,5852
5,2,362,364,0,2009,2175
1,1,302,0,185,2008,26420
1,1,366,0,130,2009,50074
1,1,0,0,199,2008,24984
2,0,0,0,0,0,18054
1,1,302,0,182,2008,25737
1,1,306,0,133,2008,51309
1,1,341,379,130,2009,18696
2,2,315,364,0,2003,8576
2,1,321,0,197,2005,6095
2,2,293,0,0,2005,21489
1,2,363,359,134,2009,3632
2,2,367,0,197,2005,0
1,2,0,0,0,0,50343
1,2,341,328,197,2005,22192
1,1,0,0,195,2008,22246
1,0,0,0,0,0,0
1,2,319,292,135,2004,0
1,2,326,0,136,2008,50573
1,1,377,0,197,2006,50615
1,1,355,341,195,2006,51446
1,2,0,0,128,2009,5928
1,2,0,0,149,2008,50011
1,2,0,0,147,2008,50018
1,2,368,315,144,2008,2422
5,2,0,0,177,0,0
1,1,356,339,154,2006,50008
2,0,0,0,0,0,0
1,1,367,0,157,2006,24942
1,0,0,0,197,2006,51159
1,1,302,361,155,2007,50459
1,1,0,0,201,2008,9321
1,2,302,366,143,2009,15925
1,1,340,329,142,2009,10492
1,1,0,0,179,2008,3638
1,1,364,382,140,2009,53392
1,2,303,368,183,2008,50025
1,2,0,0,135,2009,16784
2,0,0,0,0,0,17647
1,1,338,366,181,2007,50091
2,1,318,0,0,2004,50173
2,1,341,0,0,2005,50985
1,2,364,0,194,2006,664
1,0,0,0,130,2008,17430
1,1,313,0,197,2006,50582
2,1,290,0,197,2005,17863
1,2,341,289,151,2008,5663
1,1,0,0,0,2008,9886
2,2,0,0,0,0,0
1,2,0,0,128,2008,16396
1,2,0,0,0,0,50258
1,2,368,0,155,2008,17947
1,2,353,359,133,2009,17956
1,2,0,0,188,2009,17636
1,2,338,364,140,2009,9679
2,1,367,0,0,2003,5477
2,0,0,0,0,0,0
2,2,341,319,0,2004,3566
1,1,379,0,0,2006,50675
1,2,323,0,143,2009,3638
1,2,315,366,197,2006,15903
2,1,306,0,0,2003,6399
1,1,330,0,0,2005,50521
1,1,379,0,197,2007,3531
1,2,341,0,197,2006,50944
1,2,313,312,129,2009,18323
1,2,367,0,182,2006,16267
1,1,0,0,138,2009,9580
1,1,338,0,183,2008,9005
1,2,315,351,129,2009,15912
1,2,0,0,139,2008,23105
1,2,319,0,155,2007,50410
2,0,0,0,0,0,0
1,2,303,0,194,2006,16068
1,2,315,0,196,2008,9587
2,1,341,0,0,2002,0
1,2,362,0,128,2006,3769
1,0,366,369,197,2006,0
1,1,319,308,131,2008,5979
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,0
1,1,377,0,0,2006,52106
1,1,378,0,184,2007,50975
5,2,294,0,0,0,0
1,1,349,0,141,2007,50729
5,0,317,0,189,0,0
1,2,341,372,0,0,0
1,1,0,0,141,2008,19323
1,1,364,0,154,2007,5979
1,1,306,382,191,2009,4004
1,1,302,319,179,2007,16311
1,1,341,0,155,2008,9429
1,0,338,341,197,2007,2702
1,2,315,0,156,2006,9397
1,2,362,294,128,2009,17584
1,0,330,0,0,0,0
1,1,0,0,130,2009,60030
2,1,374,346,197,2004,0
1,1,0,0,199,2008,16321
1,0,0,0,0,0,0
1,1,302,0,193,2008,1604
1,1,308,0,199,2008,52564
1,0,0,0,0,0,0
1,0,360,0,154,2007,0
1,0,0,0,0,0,0
2,2,306,0,197,2005,18366
1,2,380,0,0,0,0
1,2,309,0,155,2007,50203
5,2,0,0,0,2008,22265
1,2,341,338,135,2009,13265
1,0,382,0,184,2007,0
1,1,291,309,143,2008,9419
1,1,0,0,197,2006,25070
1,2,360,0,143,2008,9241
2,1,319,0,197,2005,21556
1,2,323,0,0,2005,0
1,1,331,302,188,2009,50152
1,2,363,0,192,2006,8872
2,2,367,0,197,2004,50074
2,2,360,362,0,2004,51002
1,1,308,293,132,2009,17763
1,1,382,0,183,2008,9830
1,2,366,0,128,2007,16436
1,0,356,382,0,0,21781
1,1,379,0,197,2007,50012
1,2,0,0,130,2008,6399
2,0,348,0,0,2002,16889
1,1,304,0,147,2007,9763
1,2,306,0,128,2009,9609
2,1,321,368,197,2005,10843
1,2,0,0,0,2009,9343
5,2,290,0,133,2010,0
1,1,378,298,199,2008,3240
2,1,366,0,197,2004,17507
1,2,323,0,189,2007,0
1,2,363,0,197,2006,0
2,1,339,0,197,2004,22234
1,2,341,0,179,2008,16166
2,2,315,0,197,2005,3581
1,2,364,362,146,2008,21473
1,1,326,321,0,2007,50073
1,2,359,319,197,2006,0
1,1,364,306,199,2008,3946
2,1,366,0,0,2004,3716
5,2,377,0,197,0,0
2,1,326,290,0,2005,16010
2,1,313,0,197,2004,0
1,0,0,0,139,2009,3583
1,1,341,349,155,2008,9783
1,1,347,338,131,2009,2303
2,2,366,364,197,2005,9288
1,1,0,0,141,2008,19971
2,1,342,341,194,2005,16268
1,2,306,0,154,2006,0
1,2,364,368,128,2005,0
1,2,323,0,129,2009,19785
1,1,0,0,128,2008,2271
1,2,0,0,0,2007,0
2,2,323,0,0,2001,20562
2,1,338,0,0,2004,0
1,2,314,0,140,2009,17707
1,0,0,0,0,0,0
2,1,323,0,0,2004,9324
1,1,0,0,137,2009,0
2,1,364,0,0,2004,0
1,2,318,0,197,2007,1963
1,2,323,0,184,2007,9719
2,1,326,0,0,2005,1274
1,1,338,0,179,2007,50582
1,1,368,0,143,2006,50253
2,2,306,0,0,1984,15903
2,1,364,0,146,1969,0
1,1,368,374,128,2007,50073
1,1,292,317,139,2008,3840
1,2,305,0,157,2007,9599
1,2,302,306,149,2006,0
1,1,364,382,180,2008,16385
1,2,319,0,0,2006,50066
1,1,341,0,138,2009,3735
1,2,364,0,135,2008,17130
1,2,327,0,197,2006,0
2,1,366,0,0,2003,50152
1,2,341,0,130,2008,9108
1,1,338,337,197,2005,51835
1,1,344,363,0,2006,2381
1,2,360,337,129,2008,11099
1,2,364,338,197,2006,22217
1,2,338,0,155,2006,50086
1,1,376,321,140,2009,0
1,1,341,0,133,2007,0
1,2,367,374,197,2006,9415
1,2,0,0,155,2008,50152
1,1,330,0,155,2007,25312
1,2,341,346,149,2006,1279
1,1,341,349,197,2006,1384
1,0,0,0,0,0,0
1,2,367,374,151,2006,51210
1,1,323,365,179,2008,52420
1,2,306,0,197,2007,50979
1,2,377,309,192,2006,50004
1,1,0,0,141,2009,10289
1,1,291,0,156,2007,17573
5,2,362,0,197,0,10427
1,1,364,338,140,2008,51494
1,1,0,0,140,2009,2405
1,1,381,0,197,0,50152
1,2,302,0,180,2008,50042
1,1,0,0,0,2006,0
2,1,326,0,197,2004,0
1,2,364,359,141,2008,50136
1,1,366,360,197,2006,5664
2,2,309,344,184,2003,50046
1,2,309,306,0,2008,0
2,2,326,0,200,2003,0
1,2,323,0,155,2008,50193
2,2,337,354,0,2004,4351
2,1,340,0,0,2005,9580
1,1,364,341,135,2008,9466
1,2,299,0,133,2006,0
1,2,314,315,144,2008,9503
1,2,290,337,131,2007,50021
1,2,315,0,191,2006,0
2,2,374,328,197,2005,315
1,2,289,0,0,2006,24142
1,1,0,0,130,2009,9318
1,2,0,0,0,0,0
1,1,352,0,185,2009,16245
1,1,356,0,133,2009,50060
1,2,347,0,184,2007,16810
1,2,319,364,0,2005,0
2,2,306,0,197,2005,17483
2,2,366,319,0,2004,17640
1,2,0,0,140,2008,17294
1,2,367,0,155,2006,9404
1,0,0,0,0,0,50046
1,1,311,0,154,2006,50038
1,2,323,302,0,0,0
1,1,0,0,155,2007,17870
5,2,315,0,197,0,17845
1,0,0,0,0,0,0
1,2,379,298,154,2006,9428
1,2,0,0,132,2008,50124
1,2,0,0,131,2009,20731
1,2,346,363,181,2006,0
1,1,363,0,131,2009,10955
1,1,0,0,156,0,50081
1,1,341,0,138,2009,9768
1,2,323,329,0,2009,50581
1,2,0,0,195,2008,51415
1,2,360,0,197,2006,0
2,1,378,0,0,2005,0
2,2,378,0,197,2003,22238
1,1,0,0,128,2008,21566
1,2,351,0,139,2009,0
1,1,302,337,130,2009,50034
2,1,326,0,197,2004,0
1,1,360,0,192,2006,2905
1,2,371,0,178,2005,9705
1,1,369,309,194,2006,50227
2,1,345,336,197,2004,22187
2,2,303,0,0,2005,0
1,2,360,0,197,2006,58366
1,2,315,0,192,2007,22250
1,1,341,382,136,2008,2763
1,1,379,339,197,2007,0
2,1,340,0,0,2003,3716
1,1,312,292,136,2009,50137
2,2,341,319,0,2004,1933
1,0,0,0,0,0,0
1,1,0,0,190,2007,0
1,1,328,341,180,2008,3840
1,2,0,0,128,2009,50095
1,2,299,0,194,2007,50122
1,0,0,0,0,0,0
2,1,304,0,0,2003,25043
1,2,306,341,195,2007,0
1,2,360,319,155,2008,9753
1,2,0,0,180,2008,22754
2,2,373,0,0,2004,50001
2,2,324,0,0,2005,2554
1,1,346,0,197,2005,21629
1,1,377,338,180,2007,3737
1,1,329,0,197,2008,50253
1,2,315,351,156,2008,50750
1,2,364,309,180,2007,50007
1,1,302,327,131,2009,52003
1,1,366,0,155,2007,50091
1,1,317,0,176,2006,0
1,1,340,0,136,2009,20656
1,1,339,0,133,2009,50002
1,2,351,359,133,2009,21703
1,1,356,337,132,2009,50254
1,2,351,0,155,2008,50901
2,2,319,315,197,0,0
2,2,313,0,145,2005,50144
1,2,0,0,0,0,0
1,1,366,367,197,2007,3117
1,1,374,377,183,2007,50597
1,2,319,0,156,2006,50294
1,1,368,0,153,2006,22246
1,1,364,338,139,2008,2061
1,0,0,0,0,0,0
2,1,360,0,0,2004,22258
1,2,356,0,154,2006,9580
2,1,302,306,0,2004,0
1,1,366,0,0,2007,9618
1,1,364,341,128,2009,3157
1,2,351,0,145,2005,15912
1,2,349,0,197,2007,0
2,1,306,0,0,2005,6000
5,1,331,334,197,2010,21905
1,1,368,0,197,2006,0
5,2,362,0,134,0,0
1,1,341,337,128,2008,2674
1,2,315,363,139,2009,51974
1,2,323,0,197,2006,16274
1,0,0,0,0,0,0
1,2,0,0,181,2008,2713
2,1,340,0,197,2004,3599
2,2,308,0,0,2003,50029
1,0,302,0,179,2008,25070
1,1,0,0,143,2009,0
2,1,310,0,0,2005,9414
1,1,326,0,197,2006,3570
1,2,341,0,179,2007,3716
1,1,367,0,0,2006,14006
1,1,323,0,143,2009,17946
1,1,374,0,155,2007,16423
1,2,369,359,197,2005,50011
1,0,0,0,0,0,7835
2,2,323,0,0,2002,0
1,2,0,0,140,0,50258
2,1,297,0,197,2005,24005
2,2,356,328,0,2004,0
1,1,338,0,197,2006,9557
1,0,0,0,0,0,0
1,1,312,0,197,2006,2322
1,2,362,0,144,2006,21364
1,1,341,337,139,2008,51108
1,2,301,0,131,2009,13289
2,0,319,367,0,2005,16439
1,2,0,0,140,2009,50074
1,2,341,318,138,2009,50065
1,1,0,0,128,2008,19150
1,1,364,0,179,2007,17290
2,2,338,0,0,2005,16501
2,1,340,0,0,2005,3676
2,2,289,366,194,2005,6242
2,1,0,0,0,2005,21629
1,2,315,0,133,2009,17097
1,1,360,0,131,2009,8878
1,1,302,312,0,2008,50534
1,1,366,320,132,2008,3576
1,2,359,0,156,2007,3763
1,1,341,0,197,2006,9414
1,2,323,0,0,2005,3243
1,1,309,0,183,2007,50055
1,1,302,0,156,2007,3716
2,1,302,0,197,2004,1963
2,0,378,0,0,2005,25934
3,0,0,0,0,0,0
1,2,0,0,134,2008,17853
1,2,360,302,183,2007,0
5,2,315,0,197,0,9479
1,2,359,0,197,2006,50583
1,0,0,0,0,0,0
2,1,299,0,197,2004,50269
4,2,0,0,0,0,0
5,2,326,0,0,0,9321
1,1,319,0,141,2008,9674
1,1,327,0,134,2008,0
2,2,338,0,197,2003,0
1,1,303,0,197,2006,4800
1,2,306,0,151,2008,25278
2,1,379,0,0,2005,3737
1,2,306,0,157,2006,632
5,0,0,0,197,2008,4544
1,2,372,0,0,2005,0
1,1,326,341,137,2009,17238
1,1,341,0,197,2006,3755
1,1,323,341,128,2008,2845
2,0,306,367,0,2005,9076
1,0,0,0,155,2008,50008
2,1,304,0,0,2004,15903
2,1,312,0,0,2005,50024
1,2,323,0,139,2009,51678
1,1,372,330,0,2010,0
2,1,366,338,0,2005,50010
1,2,339,0,131,2009,10370
2,1,0,0,0,2004,50029
2,2,323,0,157,2005,52164
1,1,351,374,0,0,23069
1,0,0,0,0,0,50754
1,1,348,0,178,2006,56029
1,1,355,360,182,2008,50105
1,2,0,0,130,2009,22246
1,2,306,367,141,2007,9618
2,1,293,0,197,2005,50104
1,0,346,382,197,0,50193
1,2,362,364,191,2009,50152
1,2,374,0,184,2007,55638
2,2,326,0,0,2005,50088
1,0,0,0,0,0,0
1,1,310,326,131,2009,9244
1,2,0,0,142,2009,51849
1,1,364,377,197,2006,50074
1,2,368,0,144,2006,9588
1,1,380,0,128,2008,53092
1,1,0,0,155,2008,9720
2,0,306,0,0,2002,0
2,2,323,0,140,2002,17456
1,1,317,374,133,2008,3638
2,2,0,0,0,2005,0
1,2,340,0,143,2009,22359
1,2,323,298,157,2007,26488
1,1,362,0,137,2009,16261
2,1,309,0,0,2004,16440
1,1,315,0,181,2008,16234
1,0,0,0,0,0,0
1,2,306,377,180,2008,50004
1,1,0,0,178,2008,6399
1,1,313,346,197,2007,22246
4,0,0,0,0,0,0
1,1,0,0,130,2009,50188
1,1,355,0,197,2006,50978
1,1,367,0,192,2007,9423
0,0,0,0,0,0,0
2,1,319,337,0,2004,5932
1,2,379,311,0,2006,19706
1,1,0,0,143,2009,50584
1,1,340,0,197,2006,9382
1,1,364,0,197,2007,5616
2,1,341,0,0,2005,26149
1,1,0,0,128,2009,22228
1,1,326,377,132,2008,50151
1,2,306,302,155,2007,0
1,1,356,0,178,2006,9650
1,2,364,0,157,2006,50909
1,1,338,292,140,2009,3659
1,1,292,0,192,2007,60429
1,0,379,0,0,0,0
1,1,311,290,176,2006,9399
1,0,0,0,0,0,9223
2,2,297,0,0,2005,17097
1,1,341,377,179,2007,0
1,2,306,0,149,2006,22187
1,2,302,372,0,2010,14496
1,2,378,327,188,2009,0
2,1,326,0,197,2004,17144
2,2,315,306,0,2004,0
1,2,323,0,155,2007,26699
2,2,373,0,150,2003,0
1,0,0,0,0,0,0
1,1,341,0,197,2007,50179
1,2,302,0,130,2008,9343
1,2,308,347,131,2009,1935
2,1,302,0,0,2004,51385
1,1,338,369,197,2006,2052
1,0,304,0,197,2006,4297
2,2,341,319,197,2005,22253
1,2,0,0,191,2009,51174
1,1,306,0,0,2006,0
1,1,360,308,132,2009,6399
1,2,301,0,155,2007,5252
1,1,306,294,0,2006,22234
2,1,306,289,0,2005,17661
2,1,292,0,0,2004,50229
1,1,340,362,199,2008,9388
1,1,366,0,154,2007,9753
3,2,379,0,0,0,0
1,0,346,0,0,0,0
1,2,341,0,181,2008,7130
2,1,338,0,197,2005,50438
1,0,321,0,181,2008,50229
2,2,306,0,0,2002,16141
1,1,364,0,190,2008,3544
1,2,289,0,0,2007,0
1,2,306,0,182,2007,25839
2,1,341,0,197,2005,9447
1,0,340,0,197,0,50294
1,1,319,0,0,2006,3966
1,0,0,0,0,0,22256
1,2,0,0,190,2006,9313
1,1,292,0,197,2007,51257
1,2,314,0,134,2009,50258
2,1,311,0,200,2005,0
1,2,302,315,155,2006,0
1,2,363,351,192,2006,50836
1,1,360,0,179,2008,17836
1,2,354,0,197,2005,22205
1,2,0,0,140,2009,50004
1,2,323,319,134,2009,25490
2,1,340,0,0,2004,2661
5,2,290,0,0,2007,14311
1,2,325,0,179,2008,21056
5,2,365,0,197,2004,21975
1,2,306,0,151,2008,9625
1,0,0,0,0,0,0
1,1,302,0,197,2007,5845
2,2,0,0,0,2004,50432
1,1,346,0,194,2005,23803
1,1,0,0,140,2009,17908
1,2,301,0,188,2009,9611
1,0,0,0,0,0,0
2,1,308,0,156,2005,50074
2,0,0,0,0,0,0
5,2,294,0,0,2006,50694
1,2,350,0,181,2008,22250
2,1,338,289,0,2005,22205
1,1,331,382,130,2009,21323
1,0,0,0,0,0,0
1,2,302,0,178,2006,50066
1,1,310,360,156,2008,9780
2,1,326,0,0,2005,22209
1,1,0,0,132,2009,50775
1,2,306,318,197,2007,54335
1,0,378,379,154,0,15903
1,1,340,0,190,2007,50078
2,1,292,0,0,2005,9434
3,2,377,343,0,0,50384
1,2,0,0,141,2008,0
1,1,321,339,178,2007,51074
1,1,0,0,181,2008,50522
1,0,0,0,180,2007,9674
1,1,310,0,179,2008,21596
1,2,306,341,140,2008,16361
1,1,337,312,141,2008,50553
5,0,0,0,0,0,0
1,1,368,0,0,2007,6399
1,1,299,313,0,0,50223
1,0,0,0,0,0,25481
1,2,301,0,179,2007,0
1,1,292,0,133,2008,22223
1,0,366,0,0,0,0
2,2,374,0,197,2004,50007
1,1,323,0,197,2006,9313
1,1,0,0,155,2008,50593
2,1,340,326,0,2004,52941
1,0,0,0,0,0,0
1,1,301,326,179,2007,0
2,1,368,0,197,2004,50365
1,1,379,338,185,2007,19228
1,1,326,0,197,2005,50088
1,2,366,338,197,2007,3840
1,0,0,0,0,0,0
1,2,0,0,133,2009,5928
1,1,0,0,188,2009,50105
2,0,338,0,0,2005,14613
1,1,326,356,140,2009,4260
1,2,374,0,197,2006,25023
2,1,290,0,0,2001,0
2,2,327,0,0,0,1384
1,0,0,0,0,2006,21730
1,1,366,0,186,2007,0
1,2,335,0,197,2006,24009
1,1,306,0,0,2007,21219
1,1,341,319,0,2009,0
1,0,0,0,0,0,0
1,1,379,306,143,2009,15903
1,0,0,0,0,0,0
2,2,356,0,197,2005,3638
1,2,0,0,0,0,0
5,1,0,0,0,2006,2792
1,2,343,0,0,2008,8823
1,1,366,326,134,2009,9701
1,2,0,0,0,2005,0
2,1,312,0,0,2004,3287
1,2,0,0,0,2008,50909
2,1,317,0,0,2005,0
2,0,362,0,197,2005,15903
1,1,0,0,140,2008,50909
1,0,0,0,0,0,0
1,2,340,366,190,2008,4296
2,1,341,289,197,2004,4700
1,1,0,0,131,2008,25616
1,1,341,329,154,2006,50783
5,2,0,0,197,2006,11568
1,0,0,0,147,0,50012
1,0,0,0,0,0,0
1,1,372,372,201,2007,50046
1,2,338,0,179,2007,3576
1,1,319,0,0,0,0
1,2,302,0,197,2006,0
1,1,341,0,146,2008,4099
1,1,317,312,0,2006,3036
1,2,364,341,149,2008,7240
2,2,338,0,197,2004,0
5,2,315,0,197,0,0
1,2,0,0,154,2006,9046
1,1,340,0,194,2006,55516
1,1,292,0,155,2007,9625
1,2,364,0,184,2007,22246
1,1,364,0,154,2006,19757
1,2,352,0,184,2007,50074
1,2,360,308,154,2006,664
1,2,374,0,197,2007,9423
1,2,306,0,180,0,0
1,0,0,0,154,2006,50909
2,1,368,0,0,2005,25912
1,0,0,0,189,0,16849
1,1,319,338,130,2008,52831
1,2,0,0,195,2008,20747
1,2,297,309,129,2008,21581
1,1,0,0,181,2008,51858
2,2,0,0,0,1995,25490
2,1,364,328,0,2005,0
1,2,341,364,197,2006,17934
1,1,338,368,128,2009,3966
1,1,309,338,154,2008,50161
2,2,315,0,195,2004,52567
1,1,338,0,197,2006,4022
